Company,TypeName,Inches,Weight,screen_resolution,display_type,processor_speed,processor_brand,processor_type,ssd_storage,hdd_storage,flash_storage,ram,os,Price,res_width,res_height,total_pixels,total_storage,price_per_kg,ppi,is_gaming,is_premium_brand,is_ultrabook,ram_to_ssd_ratio,log_Price,log_ram
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,3.0,AMD, A12-Series 9720P,512,0,0,12,windows,50562.72,1920.0,1080.0,2073600.0,512,22983.054545454543,141.2,0,0,0,0.0234,10.830989602063529,2.5649493574615367
Dell,2 in 1 Convertible,12.440944881889765,1.39,1366x768,HD,1.1,Intel, Core M 7Y30,128,0,0,4,windows,32127.84,1366.0,768.0,1049088.0,128,23113.553956834534,126.0,0,0,0,0.0312,10.377509348127942,1.6094379124341003
Samsung,Notebook,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,16,windows,90522.72,1920.0,1080.0,2073600.0,1152,36209.088,141.2,0,0,0,0.125,11.413367194793471,2.833213344056216
Lenovo,Notebook,17.3,2.8,1920x1080,Full HD,2.0,Intel, Core i3 6006U,0,500,0,4,no,28185.12,1920.0,1080.0,2073600.0,500,10066.114285714286,127.3,0,0,0,0.0,10.246584937175161,1.6094379124341003
Lenovo,Notebook,15.6,2.29,1366x768,HD,2.3,Intel, Core i3 6100U,0,1024,0,8,windows,24455.52,1366.0,768.0,1049088.0,1024,10679.26637554585,100.5,0,0,0,0.0,10.104652126020449,2.1972245773362196
Lenovo,2 in 1 Convertible,13.3,1.37,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,8,windows,107892.0,1920.0,1080.0,2073600.0,512,78753.28467153283,165.6,0,0,0,0.0156,11.588895274257608,2.1972245773362196
Lenovo,Notebook,14.0,1.7,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,256,0,0,8,windows,78534.72,1920.0,1080.0,2073600.0,256,46196.89411764706,157.4,0,0,0,0.0312,11.271308832122036,2.1972245773362196
Dell,2 in 1 Convertible,12.5,1.34,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,88977.6,1920.0,1080.0,2073600.0,256,66401.19402985074,176.2,0,0,0,0.0312,11.396151170363474,2.1972245773362196
Dell,Workstation,15.6,2.06,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,93932.64,1920.0,1080.0,2073600.0,256,45598.36893203884,141.2,0,0,0,0.0312,11.450343854500035,2.1972245773362196
HP,Notebook,15.6,1.84,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,64948.32,1920.0,1080.0,2073600.0,256,35298.0,141.2,0,0,0,0.0312,11.081362552451946,2.1972245773362196
HP,Notebook,15.6,2.1,1366x768,HD,2.4,Intel, Core i3 7100U,0,500,0,4,windows,35616.6144,1366.0,768.0,1049088.0,500,16960.29257142857,100.5,0,0,0,0.0,10.480595580990489,1.6094379124341003
Acer,Notebook,14.0,1.6,1920x1080,Full HD,1.1,Intel, Celeron Quad Core N3450,0,0,32,4,windows,17529.12,1920.0,1080.0,2073600.0,32,10955.699999999999,157.4,0,0,0,0.0,9.771675823299722,1.6094379124341003
MSI,Gaming,17.3,4.14,1920x1080,Full HD,2.7,Intel, Core i7 6820HK,128,1024,0,16,windows,117162.72,1920.0,1080.0,2073600.0,1152,28300.17391304348,127.3,1,1,0,0.125,11.671327551888611,2.833213344056216
Dell,Notebook,15.6,2.18,1366x768,HD,2.0,Intel, Core i3 6006U,0,1024,0,4,linux,24775.2,1366.0,768.0,1049088.0,1024,11364.770642201835,100.5,0,0,0,0.0,10.117638793948517,1.6094379124341003
MSI,Gaming,15.6,1.8,3840x2160,4K,2.8,Intel, Core i7 7700HQ,256,2048,0,16,windows,122490.72,3840.0,2160.0,8294400.0,2304,68050.4,282.4,1,1,0,0.0625,11.715798714845754,2.833213344056216
Toshiba,Notebook,15.6,2.2,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,74538.72,1920.0,1080.0,2073600.0,256,33881.23636363636,141.2,0,0,0,0.0312,11.219087416653776,2.1972245773362196
Lenovo,Notebook,15.6,2.4,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1024,0,6,windows,30049.92,1920.0,1080.0,2073600.0,1024,12520.8,141.2,0,0,0,0.0,10.310648555135304,1.9459101490553132
Lenovo,2 in 1 Convertible,15.6,2.0,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,69210.72,1920.0,1080.0,2073600.0,256,34605.36,141.2,0,0,0,0.0312,11.14492549142712,2.1972245773362196
Acer,Notebook,14.0,1.6,1366x768,HD,1.6,Intel, Pentium Quad Core N3710,0,0,128,4,windows,18594.72,1366.0,768.0,1049088.0,128,11621.7,111.9,0,0,0,0.0,9.830686725695612,1.6094379124341003
Lenovo,Notebook,15.6,2.5,3840x2160,4K,3.0,Intel, Xeon E3-1535M v6,0,0,0,32,windows,167933.232,3840.0,2160.0,8294400.0,0,67173.2928,282.4,0,0,0,0.0,12.031327705548112,3.4965075614664802
Dell,Gaming,15.6,2.59,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,0,1024,0,16,windows,46833.6528,1920.0,1080.0,2073600.0,1024,18082.49142857143,141.2,1,0,0,0.0,10.754378652356438,2.833213344056216
Dell,Notebook,15.6,2.18,1366x768,HD,2.0,Intel, Core i3 6006U,0,1024,0,4,linux,23650.992,1366.0,768.0,1049088.0,1024,10849.078899082568,100.5,0,0,0,0.0,10.071202618702882,1.6094379124341003
Dell,Notebook,15.6,2.25,1366x768,HD,2.0,Intel, Core i3 6006U,0,1024,0,4,linux,19127.52,1366.0,768.0,1049088.0,1024,8501.12,100.5,0,0,0,0.0,9.858935694046775,1.6094379124341003
Dell,Notebook,15.6,1.93,1366x768,HD,2.6,Intel, Core i5 7300U,0,500,0,4,linux,46300.32,1366.0,768.0,1049088.0,500,23989.80310880829,100.5,0,0,0,0.0,10.742925749387153,1.6094379124341003
Asus,Gaming,17.3,3.0,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,62231.04,1920.0,1080.0,2073600.0,1152,20743.68,127.3,1,0,0,0.0625,11.038625258642542,2.1972245773362196
HP,Ultrabook,15.6,1.84,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,8,windows,74005.92,1920.0,1080.0,2073600.0,512,40220.60869565217,141.2,0,0,1,0.0156,11.211913881327705,2.1972245773362196
MSI,Gaming,15.6,2.94,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,120831.5808,1920.0,1080.0,2073600.0,1280,41099.177142857145,141.2,1,1,0,0.0625,11.702161236727294,2.833213344056216
Acer,2 in 1 Convertible,11.6,1.25,1366x768,HD,1.6,Intel, Celeron Quad Core N3160,0,0,32,4,chrome,20193.12,1366.0,768.0,1049088.0,32,16154.496,135.1,0,0,0,0.0,9.913146751905726,1.6094379124341003
HP,Notebook,14.0,2.31,1366x768,HD,2.6,Intel, Core i5 7300U,256,0,0,8,windows,59886.72,1366.0,768.0,1049088.0,256,25924.987012987014,111.9,0,0,0,0.0312,11.000226754739211,2.1972245773362196
Lenovo,Notebook,14.0,1.65,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,78055.2,1920.0,1080.0,2073600.0,256,47306.181818181816,157.4,0,0,0,0.0312,11.265184359047494,2.1972245773362196
Dell,Notebook,15.6,2.2,1920x1080,Full HD,1.6,Intel, Core i5 8250U,0,1024,0,4,windows,41345.28,1920.0,1080.0,2073600.0,1024,18793.30909090909,141.2,0,0,0,0.0,10.629737732680555,1.6094379124341003
Fujitsu,Notebook,15.6,2.2,1366x768,HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,42570.72,1366.0,768.0,1049088.0,256,19350.32727272727,100.5,0,0,0,0.0312,10.65894546204638,2.1972245773362196
HP,Notebook,15.6,1.88,1366x768,HD,2.3,Intel, Core i5 6200U,0,500,0,4,windows,49656.96,1366.0,768.0,1049088.0,500,26413.276595744683,100.5,0,0,0,0.0,10.81291397887887,1.6094379124341003
Mediacom,Notebook,14.0,1.4,1920x1080,Full HD,1.44,Intel, Atom x5-Z8350,0,0,32,4,windows,13053.290976,1920.0,1080.0,2073600.0,32,9323.779268571428,157.4,0,0,0,0.0,9.476872169125995,1.6094379124341003
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.5,Intel, Core i5 7200U,128,0,0,4,no,24935.04,1920.0,1080.0,2073600.0,128,11334.10909090909,141.2,0,0,0,0.0312,10.124069425552399,1.6094379124341003
Asus,2 in 1 Convertible,13.3,1.5,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1024,0,6,windows,34046.4528,1920.0,1080.0,2073600.0,1024,22697.6352,165.6,0,0,0,0.0,10.435510501143598,1.9459101490553132
Asus,Ultrabook,14.0,4.42,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,101232.0,1920.0,1080.0,2073600.0,512,22903.16742081448,157.4,0,0,1,0.0312,11.525180069637228,2.833213344056216
Dell,Gaming,15.6,2.62,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,78801.12,1920.0,1080.0,2073600.0,1280,30076.763358778622,141.2,1,0,0,0.0625,11.274695179037376,2.833213344056216
Lenovo,Notebook,15.6,1.8,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,4,windows,44169.12,1920.0,1080.0,2073600.0,256,24538.4,141.2,0,0,0,0.0156,10.695803821362974,1.6094379124341003
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.0,Intel, Core i3 6006U,0,1024,0,4,windows,30849.12,1920.0,1080.0,2073600.0,1024,14022.32727272727,141.2,0,0,0,0.0,10.336895919115271,1.6094379124341003
Asus,Notebook,15.6,2.0,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,1024,0,8,windows,21258.72,1366.0,768.0,1049088.0,1024,10629.36,100.5,0,0,0,0.0,9.964569481536397,2.1972245773362196
Asus,Notebook,15.6,1.99,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,0,1024,0,8,windows,48304.7136,1920.0,1080.0,2073600.0,1024,24273.72542713568,141.2,0,0,0,0.0,10.78530512664034,2.1972245773362196
Dell,Ultrabook,13.3,1.23,3200x1800,Quad HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,99580.32,3200.0,1800.0,5760000.0,256,80959.60975609756,276.1,0,0,1,0.0312,11.508729875782148,2.1972245773362196
Lenovo,Notebook,14.0,1.42,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,0,32,2,windows,13266.72,1366.0,768.0,1049088.0,32,9342.760563380281,111.9,0,0,0,0.0,9.49308929643757,1.0986122886681098
Lenovo,2 in 1 Convertible,13.3,1.37,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,93635.3376,1920.0,1080.0,2073600.0,256,68346.96175182481,165.6,0,0,0,0.0312,11.447173809349158,2.1972245773362196
Dell,Notebook,15.6,2.06,3840x2160,4K,2.8,Intel, Core i7 7700HQ,0,0,0,16,windows,127818.72,3840.0,2160.0,8294400.0,0,62047.922330097084,282.4,0,0,0,0.0,11.75837611262137,2.833213344056216
Lenovo,Gaming,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,59087.52,1920.0,1080.0,2073600.0,1152,23635.007999999998,141.2,1,0,0,0.0625,10.986791937486872,2.1972245773362196
HP,Notebook,17.0,2.6,1600x900,HD,3.0,AMD, A9-Series 9420,0,1024,0,8,windows,27753.552,1600.0,900.0,1440000.0,1024,10674.443076923077,108.0,0,0,0,0.0,10.231155141758178,2.1972245773362196
Lenovo,Ultrabook,14.0,1.14,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,130536.0,1920.0,1080.0,2073600.0,512,114505.26315789475,157.4,0,0,1,0.0312,11.77941199046351,2.833213344056216
Asus,Gaming,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1024,0,8,no,62284.32,1920.0,1080.0,2073600.0,1024,24913.728,141.2,1,0,0,0.0,11.039481042980592,2.1972245773362196
Acer,Notebook,15.6,2.4,1366x768,HD,2.0,Intel, Core i3 6006U,0,500,0,4,windows,23976.0,1366.0,768.0,1049088.0,500,9990.0,100.5,0,0,0,0.0,10.08485031650177,1.6094379124341003
Lenovo,Notebook,14.0,1.43,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,0,32,4,windows,14598.72,1366.0,768.0,1049088.0,32,10208.895104895106,111.9,0,0,0,0.0,9.588757629430335,1.6094379124341003
Acer,Ultrabook,14.0,1.8,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,48964.32,1920.0,1080.0,2073600.0,256,27202.399999999998,157.4,0,0,1,0.0312,10.798867571413842,2.1972245773362196
Razer,Gaming,14.0,1.95,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,16,windows,138474.72,1920.0,1080.0,2073600.0,256,71012.67692307693,157.4,1,1,0,0.0625,11.838450282382281,2.833213344056216
Toshiba,Notebook,13.3,1.2,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,64628.64,1920.0,1080.0,2073600.0,256,53857.200000000004,165.6,0,0,0,0.0312,11.076428408072776,2.1972245773362196
Lenovo,Ultrabook,12.5,1.36,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,84395.52,1920.0,1080.0,2073600.0,256,62055.529411764706,176.2,0,0,1,0.0312,11.343281447506488,2.1972245773362196
Asus,Gaming,17.3,3.8,1920x1080,Full HD,2.7,Intel, Core i7 6820HK,512,0,0,32,windows,149130.72,1920.0,1080.0,2073600.0,512,39244.926315789475,127.3,1,0,0,0.0625,11.91258522125164,3.4965075614664802
Acer,Gaming,15.6,2.4,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,0,1024,0,8,linux,37775.52,1920.0,1080.0,2073600.0,1024,15739.8,141.2,1,0,0,0.0,10.539443024584216,2.1972245773362196
Dell,Ultrabook,13.3,1.2,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,77250.672,1920.0,1080.0,2073600.0,256,64375.560000000005,165.6,0,0,1,0.0312,11.254823838538709,2.1972245773362196
MSI,Gaming,15.6,2.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,63499.104,1920.0,1080.0,2073600.0,1152,28863.229090909088,141.2,1,1,0,0.0625,11.058796822674717,2.1972245773362196
HP,Notebook,15.6,1.86,1366x768,HD,2.0,Intel, Core i3 6006U,0,500,0,4,no,19441.872,1366.0,768.0,1049088.0,500,10452.61935483871,100.5,0,0,0,0.0,9.875235803727964,1.6094379124341003
Toshiba,Notebook,15.6,2.0,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,500,0,8,windows,56689.92,1920.0,1080.0,2073600.0,500,28344.96,141.2,0,0,0,0.0,10.945369335798414,2.1972245773362196
Dell,Notebook,15.6,4.42,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,48964.32,1920.0,1080.0,2073600.0,256,11077.900452488688,141.2,0,0,0,0.0312,10.798867571413842,2.1972245773362196
Dell,Notebook,15.6,2.2,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,2048,0,16,windows,60472.8,1920.0,1080.0,2073600.0,2304,27487.636363636364,141.2,0,0,0,0.0625,11.00996549237106,2.833213344056216
Lenovo,Gaming,15.6,3.31,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,128,1024,0,8,windows,63722.88,1920.0,1080.0,2073600.0,1152,19251.625377643504,141.2,1,0,0,0.0625,11.062314653570054,2.1972245773362196
Dell,Gaming,17.3,4.42,3840x2160,4K,2.8,Intel, Core i7 7700HQ,512,1024,0,32,windows,167691.8736,3840.0,2160.0,8294400.0,1536,37939.33791855203,254.7,1,0,0,0.0625,12.02988945197694,3.4965075614664802
Dell,Notebook,14.0,1.56,1920x1080,Full HD,2.4,Intel, Core i5 6300U,256,0,0,8,windows,65481.12,1920.0,1080.0,2073600.0,256,41975.07692307692,157.4,0,0,0,0.0312,11.089532407259076,2.1972245773362196
Lenovo,Notebook,15.6,2.2,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,500,0,4,windows,22324.32,1366.0,768.0,1049088.0,500,10147.41818181818,100.5,0,0,0,0.0,10.01347673934858,1.6094379124341003
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.3,Intel, Core i5 6200U,0,500,0,4,windows,28504.8,1920.0,1080.0,2073600.0,500,12956.727272727272,141.2,0,0,0,0.0,10.257862854323571,1.6094379124341003
HP,Notebook,15.6,2.04,1920x1080,Full HD,2.0,Intel, Core i3 6006U,0,1024,0,6,windows,28717.92,1920.0,1080.0,2073600.0,1024,14077.411764705881,141.2,0,0,0,0.0,10.265311417998271,1.9459101490553132
MSI,Gaming,17.3,2.7,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,79215.1056,1920.0,1080.0,2073600.0,1152,29338.927999999996,127.3,1,1,0,0.0625,11.279934910664343,2.1972245773362196
Toshiba,Notebook,15.6,2.1,1366x768,HD,2.1,Intel, Core i3 6100U,128,0,0,4,windows,26533.44,1366.0,768.0,1049088.0,128,12634.971428571427,100.5,0,0,0,0.0312,10.1861987908373,1.6094379124341003
HP,Notebook,15.6,2.1,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1024,0,8,windows,39693.6,1920.0,1080.0,2073600.0,1024,18901.714285714283,141.2,0,0,0,0.0,10.588970437272568,2.1972245773362196
Toshiba,Notebook,15.6,2.0,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,67026.24,1920.0,1080.0,2073600.0,256,33513.12,141.2,0,0,0,0.0312,11.112854382911248,2.1972245773362196
Acer,Notebook,15.6,2.1,1366x768,HD,2.0,Intel, Core i3 6006U,128,0,0,4,linux,21951.36,1366.0,768.0,1049088.0,128,10453.028571428571,100.5,0,0,0,0.0312,9.996629929808053,1.6094379124341003
Microsoft,Ultrabook,13.5,1.252,2256x1504,Full HD,2.8,Intel, Core i7 7600U,256,0,0,8,windows,99519.048,2256.0,1504.0,3393024.0,256,79488.05750798722,200.8,0,0,1,0.0312,11.508114390288002,2.1972245773362196
Lenovo,Notebook,15.6,1.9,1920x1080,Full HD,2.5,Intel, Core i5 7200U,128,1024,0,8,windows,43580.376,1920.0,1080.0,2073600.0,1152,22937.04,141.2,0,0,0,0.0625,10.682385182116725,2.1972245773362196
Lenovo,2 in 1 Convertible,13.3,1.3,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,55091.52,1920.0,1080.0,2073600.0,256,42378.092307692306,165.6,0,0,0,0.0312,10.916769232749665,2.1972245773362196
Lenovo,Notebook,14.015748031496065,2.2,1366x768,HD,2.2,AMD, E-Series E2-9000,128,0,0,4,windows,18594.72,1366.0,768.0,1049088.0,128,8452.145454545454,111.8,0,0,0,0.0312,9.830686725695612,1.6094379124341003
HP,2 in 1 Convertible,14.0,1.63,1920x1080,Full HD,2.4,Intel, Core i3 7100U,128,0,0,4,windows,37242.72,1920.0,1080.0,2073600.0,128,22848.29447852761,157.4,0,0,0,0.0312,10.525238618990686,1.6094379124341003
MSI,Gaming,15.6,2.4,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,68944.32,1920.0,1080.0,2073600.0,1280,28726.800000000003,141.2,1,1,0,0.0625,11.141069005645882,2.833213344056216
Asus,Ultrabook,14.0,1.1,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,60472.8,1920.0,1080.0,2073600.0,256,54975.27272727273,157.4,0,0,1,0.0312,11.00996549237106,2.1972245773362196
