Company,TypeName,Inches,Weight,screen_resolution,display_type,processor_speed,processor_brand,processor_type,ssd_storage,hdd_storage,flash_storage,ram,os,Price
Lenovo,Notebook,15.6,2.15,1920x1080,Full HD,2.3,Intel, Core i5 6200U,0,1024,0,4,no,14.588363755713607
Samsung,Notebook,11.6,1.15,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,0,16,4,chrome,13.806984539853161
Lenovo,Notebook,15.6,2.17,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,15.547538996127368
Lenovo,Notebook,15.6,1.9,1366x768,HD,2.5,Intel, Core i5 7200U,128,0,0,4,windows,14.695524109364618
Lenovo,2 in 1 Convertible,11.3,1.1,1920x1080,Full HD,1.2,Intel, Core M m7-6Y75,256,0,0,8,windows,16.07870789274442
Acer,Notebook,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,linux,15.670687226900233
Razer,Ultrabook,12.5,1.25,3840x2160,4K,2.5,Intel, Core i7 6500U,256,0,0,8,windows,15.742549444190505
Lenovo,Gaming,17.3,4.6,1920x1080,Full HD,2.7,Intel, Core i7 6820HK,512,0,0,32,windows,17.397300275068524
Fujitsu,Notebook,15.6,2.2,1366x768,HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.377573870224515
Dell,Notebook,15.6,2.5,1366x768,HD,2.5,Intel, Core i5 7200U,0,1024,0,8,windows,15.350232021411745
Lenovo,Notebook,15.6,2.19,1366x768,HD,2.0,AMD, A6-Series 7310,0,500,0,4,windows,13.954690697758698
Asus,Gaming,17.3,3.0,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,128,1024,0,8,windows,15.608966289811914
MSI,Gaming,15.6,1.8,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.767898570064432
Lenovo,Notebook,14.0,1.7,1366x768,HD,2.3,Intel, Core i5 6200U,0,0,0,4,windows,15.704188970491746
Lenovo,Notebook,15.6,2.3,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,15.771146087027258
Acer,Notebook,15.6,2.1,1366x768,HD,1.1,Intel, Pentium Quad Core N4200,0,1024,0,4,windows,14.241373419667212
Lenovo,Notebook,15.6,2.2,1366x768,HD,2.5,Intel, Core i7 6500U,0,500,0,8,no,15.032438384175826
Dell,Gaming,17.3,4.42,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,1024,0,32,windows,17.320902585773688
MSI,Gaming,17.3,2.7,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.37847640077687
HP,2 in 1 Convertible,13.3,1.28,1920x1080,Full HD,2.8,Intel, Core i7 7600U,256,0,0,8,windows,17.056886609335983
Asus,Notebook,14.1,1.65,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,0,32,4,windows,14.178465673145265
Acer,Notebook,13.3,1.35,1920x1080,Full HD,1.44,Intel, Atom X5-Z8350,0,0,32,4,windows,13.350232021411745
Dell,Ultrabook,12.5,1.6,1920x1080,Full HD,2.8,Intel, Core i7 7600U,256,0,0,8,windows,16.458329708466085
Dell,Ultrabook,13.3,1.2,3200x1800,Quad HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,17.123539462641673
Dell,Notebook,15.6,2.18,1366x768,HD,2.0,Intel, Core i3 6006U,0,1024,0,4,windows,15.006751740512177
Asus,Ultrabook,14.0,1.25,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,15.770321139873806
HP,Notebook,15.6,1.84,1920x1080,Full HD,2.4,Intel, Core i5 6300U,256,0,0,8,windows,16.627305880514847
Dell,Notebook,17.3,2.8,1920x1080,Full HD,1.6,Intel, Core i5 8250U,128,1024,0,8,windows,15.81900150462838
Dell,Gaming,15.6,3.49,1920x1080,Full HD,2.9,Intel, Core i7 7820HK,256,1024,0,16,windows,17.193800613638057
Dell,Workstation,17.3,3.42,1920x1080,Full HD,2.9,Intel, Core i7 7820HQ,256,0,0,16,windows,17.229807769665936
Lenovo,Notebook,15.6,2.2,1366x768,HD,2.9,AMD, A6-Series 9220,0,500,0,4,no,14.006985205200913
Acer,Notebook,14.0,1.68,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,0,32,4,chrome,14.182605403506189
Asus,2 in 1 Convertible,13.3,1.5,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1024,0,6,windows,15.055216875454054
Lenovo,Gaming,15.6,3.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.285306845244396
Lenovo,Notebook,14.0,1.5,1366x768,HD,1.6,Intel, Celeron Quad Core N3160,0,0,16,4,chrome,14.079818085212354
HP,Notebook,15.6,1.86,1366x768,HD,2.0,Intel, Core i3 6006U,0,1024,0,4,no,14.170108707942237
Asus,Ultrabook,15.6,1.8,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,0,0,16,windows,16.688991139525385
Dell,Ultrabook,15.6,2.0,1920x1080,Full HD,1.6,Intel, Core i5 8250U,0,1024,0,8,windows,15.108387237409126
Dell,Ultrabook,14.0,1.7,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,15.515241532439942
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1024,0,8,no,15.205163994536054
Lenovo,Notebook,14.0,1.75,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,15.770321139873806
HP,Notebook,17.3,2.5,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,15.764809404264783
Dell,Gaming,15.6,2.62,3840x2160,4K,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,16.28434408575529
HP,Notebook,13.3,1.49,1920x1080,Full HD,1.6,Intel, Core i5 8250U,128,0,0,4,windows,15.239347915292289
Dell,Notebook,15.6,2.18,1366x768,HD,2.0,Intel, Core i3 6006U,0,1024,0,4,linux,14.529613075734268
HP,Notebook,15.6,2.1,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1024,0,8,windows,15.276618792646062
HP,Notebook,15.6,1.91,1920x1080,Full HD,2.5,AMD, A10-Series A10-9620P,128,0,0,6,windows,14.887553448103937
HP,Notebook,15.6,2.04,1920x1080,Full HD,2.9,AMD, A9-Series 9410,0,0,0,6,windows,14.83878375465117
Apple,Ultrabook,13.3,1.37,2560x1600,Quad HD,2.9,Intel, Core i5,512,0,0,8,macos,16.67135021322087
Asus,2 in 1 Convertible,13.3,4.1,1920x1080,Full HD,1.8,Intel, Core i7 8550U,512,0,0,8,windows,16.285306845244396
Lenovo,2 in 1 Convertible,14.0,1.27,2560x1440,Quad HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,16.927198323648966
Dell,Notebook,15.6,1.9,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.860922731920418
Dell,Notebook,17.3,2.8,1920x1080,Full HD,1.6,Intel, Core i5 8250U,128,1024,0,8,windows,15.670687226900233
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,3.6,AMD, A12-Series 9720P,256,0,0,6,windows,14.836184516301737
Acer,Notebook,14.0,1.8,1920x1080,Full HD,2.4,Intel, Core i3 7100U,128,0,0,4,windows,15.048405132580893
HP,2 in 1 Convertible,13.3,1.48,2560x1440,Quad HD,2.6,Intel, Core i7 6600U,256,0,0,8,windows,16.54850164854802
Toshiba,Notebook,13.3,1.5,1366x768,HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,15.976313509458494
Acer,Notebook,15.6,2.2,1920x1080,Full HD,2.7,Intel, Core i3 7130U,0,1024,0,4,windows,14.785370726747098
Lenovo,Notebook,15.6,1.85,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1024,0,4,windows,15.341001695358207
Dell,Notebook,15.6,2.06,3840x2160,4K,2.8,Intel, Core i7 7700HQ,0,0,0,32,windows,17.101297812622807
Asus,Notebook,15.6,2.37,1366x768,HD,2.7,Intel, Core i7 7500U,256,0,0,4,windows,15.46667146950843
HP,Workstation,17.3,3.0,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,256,0,0,8,windows,17.68293995505235
Asus,Notebook,14.0,2.0,1920x1080,Full HD,2.4,Intel, Core i3 7100U,256,0,0,4,windows,15.322361965258365
HP,Workstation,15.6,2.6,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,16,windows,16.975717231276462
HP,Notebook,15.6,2.19,1366x768,HD,2.5,Intel, Core i7 6500U,0,1024,0,6,windows,15.312951005332286
Dell,Notebook,14.0,1.76,1366x768,HD,2.3,Intel, Core i5 6200U,0,500,0,4,windows,15.295855011508978
HP,2 in 1 Convertible,13.3,1.28,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,16.88844075343316
Asus,Notebook,15.6,2.37,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1024,0,8,windows,15.284344085755288
Lenovo,Notebook,15.6,2.2,1366x768,HD,2.5,Intel, Core i5 7200U,0,2048,0,8,no,14.836184516301737
Acer,Notebook,15.6,2.4,1366x768,HD,2.0,Intel, Core i3 6006U,0,500,0,4,linux,14.234570775030416
HP,Notebook,15.6,1.91,1920x1080,Full HD,2.5,AMD, A6-Series A6-9220,256,0,0,4,windows,14.639072677147082
Dell,Ultrabook,15.6,1.88,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,15.83376485730012
Lenovo,Notebook,15.6,1.9,1366x768,HD,2.0,Intel, Core i3 6006U,0,500,0,4,no,14.549303368513575
Dell,Notebook,15.6,2.25,1366x768,HD,2.0,Intel, Core i3 6006U,0,1024,0,4,linux,14.22336221111959
Asus,Ultrabook,14.0,1.1,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.883998759474816
HP,Notebook,15.6,1.86,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,128,0,0,4,no,13.959523851494643
Dell,Notebook,15.6,2.36,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.531561786126307
MSI,Gaming,17.3,2.7,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,16.195978073606174
Asus,Gaming,17.3,3.6,1920x1080,Full HD,2.9,Intel, Core i7 7820HK,256,0,0,16,windows,17.285787984165278
HP,Notebook,15.6,1.86,1920x1080,Full HD,2.0,Intel, Core i3 6006U,0,500,0,4,no,14.165932911108449
MSI,Gaming,15.6,1.8,3840x2160,4K,2.8,Intel, Core i7 7700HQ,256,2048,0,16,windows,16.902312928014716
Acer,Notebook,11.6,1.4,1366x768,HD,1.6,Intel, Pentium Quad Core N3710,0,0,128,4,windows,14.657363114371027
Samsung,Notebook,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,16,windows,16.465992314480758
Acer,Notebook,15.6,2.4,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1024,0,8,linux,15.460036030416488
Asus,Gaming,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1024,0,8,no,15.926581391828194
Lenovo,Notebook,15.6,2.1,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,15.999448599162163
Dell,2 in 1 Convertible,15.6,2.3,1920x1080,Full HD,2.7,Intel, Core i5 7200U,256,0,0,8,windows,15.830919200089093
Dell,Ultrabook,12.5,1.5,1366x768,HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,16.200170025577577
Toshiba,Ultrabook,14.0,1.47,1920x1080,Full HD,2.6,Intel, Core i7 6600U,256,0,0,8,windows,16.48790282384943
HP,Notebook,15.6,2.1,1920x1080,Full HD,2.0,Intel, Core i3 6006U,0,500,0,4,no,14.182605403506189
Asus,Notebook,14.015748031496065,2.3,1920x1080,Full HD,2.4,Intel, Core i3 7100U,0,1024,0,8,linux,14.957109298561342
Asus,Notebook,15.6,1.99,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,0,1024,0,8,windows,15.55987635443961
HP,Workstation,15.6,1.9,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,16.281451946382006
Toshiba,Notebook,13.3,1.05,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,16.44288130937742
HP,Notebook,15.6,1.84,1920x1080,Full HD,2.4,Intel, Core i5 6300U,256,500,0,8,windows,16.77398853916401
Acer,Notebook,15.6,2.2,1920x1080,Full HD,1.8,Intel, Core i7 8550U,0,1024,0,8,windows,15.276618792646062
Dell,Notebook,15.6,2.18,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.370333227468254
Dell,Notebook,15.6,2.2,1366x768,HD,1.6,Intel, Pentium Quad Core N3700,0,500,0,4,windows,14.529905550149172
Asus,Notebook,17.3,2.8,1366x768,HD,1.1,Intel, Pentium Quad Core N4200,0,1024,0,4,windows,14.613082398284146
MSI,Gaming,15.6,2.94,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,256,1024,0,16,windows,16.564452004948024
Lenovo,Notebook,14.0,1.9,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,15.80161136775431
Lenovo,Notebook,14.0,1.7,1920x1080,Full HD,2.5,Intel, Core i5 7200U,180,0,0,8,windows,16.14915010632071
Mediacom,2 in 1 Convertible,11.6,1.16,1920x1080,Full HD,1.1,Intel, Celeron Dual Core N3350,32,0,0,4,windows,13.959523851494643
HP,Gaming,17.3,3.35,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,12,windows,16.700584934041164
Dell,Ultrabook,13.3,1.2,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,16.360317633156775
Apple,Ultrabook,13.3,1.37,2560x1600,Quad HD,3.1,Intel, Core i5,256,0,0,8,macos,16.552185877046696
Dell,2 in 1 Convertible,12.440944881889765,1.39,1366x768,HD,1.0,Intel, Core M 7Y30,128,0,0,4,windows,14.971536369196622
HP,Notebook,17.0,2.6,1600x900,HD,3.0,AMD, A9-Series 9420,0,1024,0,8,windows,14.760384804159877
Dell,Notebook,14.0,1.76,1366x768,HD,2.0,Intel, Core i3 6006U,0,500,0,4,windows,14.927814991767304
MSI,Gaming,17.3,2.7,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,16.132640586339118
Asus,Gaming,17.3,4.3,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,512,1024,0,16,windows,16.80564312177336
Dell,2 in 1 Convertible,15.6,2.191,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.699863045088955
Dell,Notebook,15.6,2.18,1366x768,HD,2.0,Intel, Core i3 6006U,0,1024,0,4,windows,14.861193940689125
Lenovo,Notebook,15.6,2.3,1920x1080,Full HD,2.6,Intel, Core i7 6600U,256,0,0,8,windows,16.313894868657343
Toshiba,Notebook,13.3,1.2,1920x1080,Full HD,2.3,Intel, Core i5 6200U,128,0,0,4,windows,15.958317080164647
Dell,Ultrabook,12.5,1.5,1366x768,HD,2.3,Intel, Core i3 6100U,0,500,0,4,windows,15.884189411419795
Dell,Ultrabook,13.3,1.4,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,4,windows,15.412096368269284
Microsoft,Ultrabook,13.5,1.252,2256x1504,Full HD,2.5,Intel, Core i5 7200U,128,0,0,4,windows,15.824310416013445
Dell,Notebook,15.6,2.2,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,15.37470006478166
Lenovo,Notebook,15.6,2.2,1366x768,HD,1.1,Intel, Pentium Quad Core N4200,0,1024,0,4,no,14.22733519820736
Lenovo,Notebook,17.3,2.8,1600x900,HD,2.2,AMD, A4-Series 7210,0,500,0,4,windows,14.301576215467628
HP,Notebook,14.0,1.58,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,6,windows,15.09965683230459
Asus,Gaming,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,15.699863045088955
Dell,2 in 1 Convertible,13.3,1.62,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,15.498751145799545
Dell,Notebook,14.0,1.64,1920x1080,Full HD,2.8,Intel, Core i5 7440HQ,256,0,0,8,linux,15.824310416013445
Lenovo,Notebook,15.6,2.29,1366x768,HD,2.3,Intel, Core i3 6100U,0,1024,0,8,windows,14.577872520710345
Dell,Notebook,14.0,1.6,1920x1080,Full HD,2.5,Intel, Core i5 7200U,128,0,0,8,windows,15.863516498272931
Lenovo,2 in 1 Convertible,13.3,1.37,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,8,windows,16.679502091640277
Dell,Notebook,15.6,2.2,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,15.276618792646062
HP,Notebook,15.6,1.88,1366x768,HD,2.3,Intel, Core i5 6200U,0,500,0,4,windows,15.599708321950818
Asus,Notebook,13.3,1.4,3200x1800,Quad HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.902940323128275
Acer,2 in 1 Convertible,11.6,1.25,1920x1080,Full HD,2.0,Intel, Celeron Dual Core N3350,0,0,32,4,windows,14.182605403506189
Lenovo,Notebook,15.6,2.1,1366x768,HD,2.3,Intel, Core i5 6200U,0,500,0,4,windows,14.812337774347368
Apple,Ultrabook,13.3,1.37,2560x1600,Quad HD,2.3,Intel, Core i5,128,0,0,8,macos,16.123205666221438
HP,Workstation,15.6,2.59,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,256,0,0,8,windows,16.343776999274446
Dell,Ultrabook,13.3,1.29,3200x1800,Quad HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,16.400858094481713
Acer,Notebook,14.0,1.6,1920x1080,Full HD,1.1,Intel, Celeron Quad Core N3450,0,0,32,4,windows,14.09746595103178
HP,Ultrabook,12.5,1.09,3840x2160,4K,1.2,Intel, Core M 6Y75,240,0,0,8,windows,17.333574677458138
Dell,Ultrabook,13.3,1.21,3840x2160,4K,1.6,Intel, Core i5 8250U,128,0,0,8,windows,16.37847640077687
Toshiba,Ultrabook,13.3,1.36,1920x1080,Full HD,2.5,Intel, Core i7 6500U,512,0,0,16,windows,16.60973511212741
Apple,Ultrabook,13.3,1.35,1440x900,HD,1.6,Intel, Core i5,0,0,256,8,mac,15.698418182633798
Apple,Ultrabook,12.0,0.92,2304x1440,Full HD,1.2,Intel, Core M,0,0,512,8,mac,15.92163641683818
Asus,Gaming,15.6,2.59,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,128,1024,0,16,windows,16.12246242262085
Lenovo,Ultrabook,12.5,1.36,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,16.364878797376146
Dell,Notebook,15.6,2.18,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.286268962679781
Dell,Ultrabook,13.3,1.42,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,16.582462035294572
HP,Ultrabook,13.3,1.38,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,15.863516498272931
HP,Ultrabook,12.5,1.26,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,16.118146203871454
Lenovo,Notebook,14.0,1.65,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,16.252207126606148
HP,Notebook,14.0,1.94,1366x768,HD,1.6,Intel, Pentium Quad Core N3710,0,2048,0,8,windows,14.339148522282729
Acer,Notebook,15.6,2.4,1366x768,HD,1.1,Intel, Pentium Quad Core N4200,0,500,0,4,windows,14.305377785627485
Dell,2 in 1 Convertible,15.6,2.08,1920x1080,Full HD,1.8,Intel, Core i7 8550U,0,1024,0,8,windows,15.413241818937546
MSI,Gaming,15.6,2.4,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,15.893879403345547
Acer,Notebook,15.6,2.4,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,500,0,4,linux,13.910447859797216
HP,Gaming,17.3,3.78,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1024,0,12,windows,16.465992314480758
Dell,Gaming,17.3,4.42,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.997816730469793
Dell,Notebook,15.6,2.2,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,15.500393768032628
Lenovo,Notebook,15.6,2.3,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,16.133196810244804
Asus,Gaming,17.3,3.8,1920x1080,Full HD,2.7,Intel, Core i7 6820HK,512,0,0,32,windows,17.18621794886945
Dell,Notebook,11.6,1.63,1366x768,HD,1.1,Intel, Pentium Quad Core N4200,128,0,0,4,windows,15.274680988404569
Dell,2 in 1 Convertible,11.6,1.47,1366x768,HD,1.6,Intel, Pentium Quad Core N3710,0,500,0,4,windows,14.639404023032718
MSI,Gaming,17.3,3.78,1920x1080,Full HD,2.7,Intel, Core i7 6820HQ,256,1024,0,16,windows,16.963739619589973
Dell,Notebook,15.6,2.18,1366x768,HD,2.4,Intel, Core i3 7100U,0,1024,0,4,windows,14.93175543816613
Lenovo,Notebook,15.6,2.05,1920x1080,Full HD,2.7,Intel, Core i3 7130U,128,0,0,4,windows,15.034730195683816
Dell,Notebook,14.0,1.6,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.482036498435
MSI,Gaming,17.3,2.43,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.73615603487553
Toshiba,Notebook,13.3,1.2,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,16.247274831063915
Apple,Ultrabook,15.4,1.83,2880x1800,Quad HD,2.8,Intel, Core i7,256,0,0,16,macos,16.98816987158396
HP,Notebook,13.3,1.34,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.951055177042193
Toshiba,Ultrabook,14.0,1.25,1366x768,HD,2.5,Intel, Core i5 7200U,128,0,0,4,windows,15.825634596960827
HP,Notebook,15.6,2.21,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,12,windows,16.10947483266673
Asus,2 in 1 Convertible,12.5,1.2,1920x1080,Full HD,1.2,Intel, Core M M7-6Y75,0,0,64,8,chrome,15.91418702830301
HP,Notebook,15.6,2.1,1366x768,HD,2.4,Intel, Core i3 7100U,0,500,0,4,windows,15.12026276458892
Lenovo,Notebook,15.6,2.2,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,1024,0,4,windows,13.99291001998919
Lenovo,Gaming,15.6,3.31,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,512,0,0,16,windows,16.085356268753785
Acer,Notebook,15.6,2.1,1366x768,HD,2.0,Intel, Core i3 6006U,0,1024,0,4,linux,14.342852491046148
Lenovo,2 in 1 Convertible,13.3,1.37,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,8,windows,16.719228369955886
Acer,Notebook,15.6,2.23,1366x768,HD,2.5,Intel, Core i5 7200U,0,500,0,4,windows,15.009317776510802
Toshiba,Ultrabook,13.3,1.05,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,16.8557600546385
HP,Notebook,12.5,2.4,1366x768,HD,2.3,Intel, Core i5 6200U,128,0,0,4,windows,16.37847640077687
MSI,Gaming,15.6,2.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.07870789274442
